StockCode,Predicted_7d_Demand,Current_Stock,Inventory_Status
22880,0.37794498,0,UNDERSTOCKED
22881,0.418883,0,UNDERSTOCKED
22882,0.56314635,0,UNDERSTOCKED
22883,0.33401537,0,UNDERSTOCKED
22884,0.38928574,0,UNDERSTOCKED
22885,0.39785635,0,UNDERSTOCKED
22886,0.42344707,0,UNDERSTOCKED
22887,0.3414101,0,UNDERSTOCKED
22888,0.28528804,0,UNDERSTOCKED
22889,0.47291178,0,UNDERSTOCKED
22890,3.7387822,2,UNDERSTOCKED
22891,3.327043,5,OVERSTOCKED
22892,15.609578,32,OVERSTOCKED
22893,5.2941236,7,HEALTHY
22894,2.1786149,1,UNDERSTOCKED
22895,15.580975,32,OVERSTOCKED
22896,8.509696,7,HEALTHY
22897,11.482162,11,HEALTHY
22898,23.351162,19,HEALTHY
22899,19.246248,22,HEALTHY
22900,27.011759,54,OVERSTOCKED
22902,6.8364043,10,HEALTHY
22903,2.496031,2,HEALTHY
22904,17.418148,39,OVERSTOCKED
22905,4.499332,10,OVERSTOCKED
22906,14.270191,31,OVERSTOCKED
22907,52.199608,51,HEALTHY
22908,23.209148,32,HEALTHY
22909,186.82564,461,OVERSTOCKED
22910,254.01752,519,OVERSTOCKED
22911,3.0234344,1,UNDERSTOCKED
22912,1.8354609,1,UNDERSTOCKED
22913,1.8722596,2,HEALTHY
22914,2.5287156,5,OVERSTOCKED
22915,13.057866,20,OVERSTOCKED
22916,5.2931924,7,HEALTHY
22917,5.359007,3,UNDERSTOCKED
22918,5.2651753,9,OVERSTOCKED
22919,4.9351025,10,OVERSTOCKED
22920,5.8443832,7,HEALTHY
22921,4.7564917,9,OVERSTOCKED
22922,6.8557057,16,OVERSTOCKED
22923,5.55248,5,HEALTHY
22924,7.101059,10,HEALTHY
22925,2.5933614,2,UNDERSTOCKED
22926,0.3024801,0,UNDERSTOCKED
22927,1.511135,2,HEALTHY
22928,2.7431748,4,HEALTHY
22929,0.23101327,0,UNDERSTOCKED
22930,4.784573,6,HEALTHY
22931,2.4063077,5,OVERSTOCKED
22932,2.6201286,4,OVERSTOCKED
22933,0.90417886,0,UNDERSTOCKED
22934,0.7101449,1,HEALTHY
22935,1.4670675,3,OVERSTOCKED
22936,0.708542,0,UNDERSTOCKED
22937,3.5796676,7,OVERSTOCKED
22938,13.809164,31,OVERSTOCKED
22939,4.0871882,4,HEALTHY
22940,42.620163,105,OVERSTOCKED
22941,26.596039,20,UNDERSTOCKED
22942,10.398526,9,HEALTHY
22943,19.960804,17,HEALTHY
22944,35.347305,80,OVERSTOCKED
22945,52.803295,95,OVERSTOCKED
22946,6.6086125,5,UNDERSTOCKED
22947,11.3739605,15,HEALTHY
22948,8.693147,15,OVERSTOCKED
22949,6.65756,4,UNDERSTOCKED
22950,78.68327,178,OVERSTOCKED
22951,56.158802,118,OVERSTOCKED
22952,335.62903,506,OVERSTOCKED
22953,2.9525425,7,OVERSTOCKED
22954,0.9337363,1,HEALTHY
22955,7.013484,17,OVERSTOCKED
22956,8.342687,15,OVERSTOCKED
22957,0.7050886,1,HEALTHY
22959,95.64771,79,HEALTHY
22960,81.08914,183,OVERSTOCKED
22961,147.41187,199,HEALTHY
22962,19.82827,16,HEALTHY
22963,15.499585,8,UNDERSTOCKED
22964,19.378336,31,OVERSTOCKED
22965,11.224539,17,OVERSTOCKED
22966,103.477486,200,OVERSTOCKED
22967,0.3959137,0,UNDERSTOCKED
22968,1.7409271,1,UNDERSTOCKED
22969,62.753292,123,OVERSTOCKED
22970,20.938747,18,HEALTHY
22971,13.837363,30,OVERSTOCKED
22972,11.651009,24,OVERSTOCKED
22973,5.994827,9,OVERSTOCKED
22974,8.39419,16,OVERSTOCKED
22975,5.589846,6,HEALTHY
22976,4.294278,6,HEALTHY
22977,3.3459716,7,OVERSTOCKED
22978,11.242213,15,HEALTHY
22979,24.107462,29,HEALTHY
22980,11.750148,17,HEALTHY
22981,2.2235732,4,OVERSTOCKED
22982,5.669905,6,HEALTHY
22983,49.70705,42,HEALTHY
22984,14.929399,28,OVERSTOCKED
22985,13.003588,27,OVERSTOCKED
22986,21.090324,14,UNDERSTOCKED
22987,0.500311,0,UNDERSTOCKED
22988,52.303295,41,UNDERSTOCKED
22989,17.07939,20,HEALTHY
22990,4.0337014,5,HEALTHY
22991,29.719336,59,OVERSTOCKED
22992,45.5071,82,OVERSTOCKED
22993,139.1168,242,OVERSTOCKED
22994,16.056986,19,HEALTHY
22995,14.098941,30,OVERSTOCKED
22996,33.745544,48,HEALTHY
22997,20.030472,49,OVERSTOCKED
22998,104.56841,184,OVERSTOCKED
22999,17.861326,13,UNDERSTOCKED
23000,22.948984,42,OVERSTOCKED
23002,14.922995,17,HEALTHY
23003,0.30048433,0,UNDERSTOCKED
23004,11.414689,7,UNDERSTOCKED
23005,42.54991,36,HEALTHY
23006,8.93463,19,OVERSTOCKED
23007,3.873728,3,UNDERSTOCKED
23008,3.1139202,6,OVERSTOCKED
23009,1.9047157,2,HEALTHY
23010,1.9721847,3,OVERSTOCKED
23012,19.376604,36,OVERSTOCKED
23013,15.224115,23,OVERSTOCKED
23014,12.3471,13,HEALTHY
23015,0.45775568,0,UNDERSTOCKED
23016,0.8595457,0,UNDERSTOCKED
23017,0.87687224,0,UNDERSTOCKED
23018,0.5413148,0,UNDERSTOCKED
23019,0.7936798,1,HEALTHY
23020,2.4204586,5,OVERSTOCKED
23021,1.1599009,2,OVERSTOCKED
23022,1.9314728,4,OVERSTOCKED
23023,1.8619541,3,OVERSTOCKED
23024,1.0585693,1,HEALTHY
23025,3.9329762,9,OVERSTOCKED
23026,4.8876605,9,OVERSTOCKED
23027,2.483972,4,OVERSTOCKED
23028,8.755549,6,UNDERSTOCKED
23029,13.724583,19,HEALTHY
23031,13.785726,19,HEALTHY
23032,29.468271,65,OVERSTOCKED
23033,6.1996207,9,HEALTHY
23034,9.291798,11,HEALTHY
23035,30.987047,76,OVERSTOCKED
23036,1.2945695,0,UNDERSTOCKED
23037,1.3396372,1,UNDERSTOCKED
23038,0.23859702,0,UNDERSTOCKED
23039,1.5942394,3,OVERSTOCKED
23040,2.2256207,5,OVERSTOCKED
23041,3.430584,3,HEALTHY
23042,1.1248475,2,OVERSTOCKED
23043,0.9014923,0,UNDERSTOCKED
23044,0.88397384,2,OVERSTOCKED
23045,1.2378607,2,OVERSTOCKED
23046,2.1308374,4,OVERSTOCKED
23047,0.6972389,0,UNDERSTOCKED
23048,5.9396067,14,OVERSTOCKED
23049,2.348347,4,OVERSTOCKED
23050,2.8896346,3,HEALTHY
23051,2.0028794,4,OVERSTOCKED
23052,3.2456794,3,HEALTHY
23053,1.4732628,3,OVERSTOCKED
23054,1.3723273,0,UNDERSTOCKED
23055,2.1971385,4,OVERSTOCKED
23056,2.2616098,3,HEALTHY
23057,2.4505477,1,UNDERSTOCKED
23058,4.865824,4,HEALTHY
23060,2.2904024,1,UNDERSTOCKED
23061,6.734746,9,HEALTHY
23064,0.83854085,0,UNDERSTOCKED
23065,1.9680288,3,OVERSTOCKED
23066,1.6741711,1,UNDERSTOCKED
23067,2.842277,3,HEALTHY
23068,7.7239976,15,OVERSTOCKED
23069,1.0859084,0,UNDERSTOCKED
23070,1.5188675,3,OVERSTOCKED
23071,1.4986895,3,OVERSTOCKED
23072,1.7453091,3,OVERSTOCKED
23073,1.6412361,2,HEALTHY
23074,3.426326,7,OVERSTOCKED
23075,3.8822038,3,UNDERSTOCKED
23076,73.10686,48,UNDERSTOCKED
23077,109.023865,106,HEALTHY
23078,51.09829,106,OVERSTOCKED
23079,3.7399542,2,UNDERSTOCKED
23080,12.124216,20,OVERSTOCKED
23081,5.51372,13,OVERSTOCKED
23082,30.53056,67,OVERSTOCKED
23083,28.47993,43,OVERSTOCKED
23084,107.88872,67,UNDERSTOCKED
23085,6.0828223,13,OVERSTOCKED
23086,5.8899183,10,OVERSTOCKED
23087,5.4459496,3,UNDERSTOCKED
23088,4.776909,3,UNDERSTOCKED
23089,18.329103,42,OVERSTOCKED
23090,23.349733,42,OVERSTOCKED
23091,5.198616,11,OVERSTOCKED
23092,4.2471795,9,OVERSTOCKED
23093,6.334528,10,OVERSTOCKED
23094,1.6567782,2,HEALTHY
23096,12.583368,17,HEALTHY
23099,1.2976449,1,UNDERSTOCKED
23100,37.042576,50,HEALTHY
23101,28.184874,57,OVERSTOCKED
23102,13.647272,23,OVERSTOCKED
23103,71.14136,162,OVERSTOCKED
23104,1.1109297,1,HEALTHY
23106,2.461104,4,OVERSTOCKED
23107,2.6071103,4,OVERSTOCKED
23108,25.324282,42,OVERSTOCKED
23109,32.6179,62,OVERSTOCKED
23110,9.042834,8,HEALTHY
23111,4.141739,6,HEALTHY
23112,5.894835,4,UNDERSTOCKED
23113,4.012033,5,HEALTHY
23114,1.9680712,2,HEALTHY
23115,2.02553,3,HEALTHY
23116,0.7813351,1,HEALTHY
23117,1.6719655,2,HEALTHY
23118,9.511036,18,OVERSTOCKED
23119,14.408138,21,HEALTHY
23120,9.064223,16,OVERSTOCKED
23121,11.423015,7,UNDERSTOCKED
23122,11.538303,11,HEALTHY
23123,6.057288,7,HEALTHY
23124,0.86108994,1,HEALTHY
23125,0.87834316,0,UNDERSTOCKED
23126,13.977926,10,UNDERSTOCKED
23127,8.51859,8,HEALTHY
23128,4.4465384,10,OVERSTOCKED
23129,18.547428,21,HEALTHY
23130,16.88974,24,HEALTHY
23131,9.915455,8,HEALTHY
23132,9.206802,15,OVERSTOCKED
23133,7.409683,7,HEALTHY
23134,0.94321793,0,UNDERSTOCKED
23135,2.7448282,4,HEALTHY
23136,1.1163685,0,UNDERSTOCKED
23137,0.5824637,0,UNDERSTOCKED
23138,4.301388,4,HEALTHY
23139,1.3145341,0,UNDERSTOCKED
23140,0.9316539,0,UNDERSTOCKED
23141,0.35173038,0,UNDERSTOCKED
23142,0.6970882,1,HEALTHY
23143,0.18594791,0,UNDERSTOCKED
23144,43.467495,66,OVERSTOCKED
23145,22.045017,23,HEALTHY
23146,9.276263,21,OVERSTOCKED
23147,20.150366,26,HEALTHY
23148,23.002825,15,UNDERSTOCKED
23149,0.5809854,1,OVERSTOCKED
23150,1.4279122,1,UNDERSTOCKED
23151,0.38041183,0,UNDERSTOCKED
23152,6.548132,9,HEALTHY
23153,3.159831,7,OVERSTOCKED
23154,20.476376,30,HEALTHY
23155,9.05511,17,OVERSTOCKED
23156,15.160322,37,OVERSTOCKED
23157,38.651886,29,UNDERSTOCKED
23158,21.701183,22,HEALTHY
23159,17.849775,23,HEALTHY
23160,5.8445454,7,HEALTHY
23161,7.0765495,9,HEALTHY
23162,11.225071,25,OVERSTOCKED
23163,11.858347,22,OVERSTOCKED
23164,4.6503863,7,OVERSTOCKED
23165,24.854355,27,HEALTHY
23166,71.26448,153,OVERSTOCKED
23167,32.454365,78,OVERSTOCKED
23168,28.298542,60,OVERSTOCKED
23169,24.211702,12,UNDERSTOCKED
23170,56.629265,100,OVERSTOCKED
23171,40.564022,24,UNDERSTOCKED
23172,29.004206,29,HEALTHY
23173,22.603655,13,UNDERSTOCKED
23174,20.704721,35,OVERSTOCKED
23175,21.615284,40,OVERSTOCKED
23176,15.108041,11,UNDERSTOCKED
23177,15.912085,20,HEALTHY
23178,1.7357252,2,HEALTHY
23179,1.0497155,1,HEALTHY
23180,0.7578083,0,UNDERSTOCKED
23181,1.7041798,2,HEALTHY
23182,23.205894,46,OVERSTOCKED
23183,1.9069691,1,UNDERSTOCKED
23184,7.189316,4,UNDERSTOCKED
23185,2.9392612,3,HEALTHY
23186,11.87536,28,OVERSTOCKED
23187,16.988327,31,OVERSTOCKED
23188,59.512283,110,OVERSTOCKED
23189,18.185495,22,HEALTHY
23190,17.329576,29,OVERSTOCKED
23191,29.571014,15,UNDERSTOCKED
23192,41.224052,73,OVERSTOCKED
23193,9.334588,21,OVERSTOCKED
23194,9.793927,16,OVERSTOCKED
23196,27.200426,61,OVERSTOCKED
23197,17.326117,33,OVERSTOCKED
23198,63.801487,47,UNDERSTOCKED
23199,136.1771,313,OVERSTOCKED
23200,90.99994,57,UNDERSTOCKED
23201,152.759,239,OVERSTOCKED
23202,150.83566,118,UNDERSTOCKED
23203,296.12982,154,UNDERSTOCKED
23204,71.17847,95,HEALTHY
23205,47.737778,52,HEALTHY
23206,150.58139,221,HEALTHY
23207,94.11355,155,OVERSTOCKED
23208,77.47734,45,UNDERSTOCKED
23209,219.86218,164,UNDERSTOCKED
23210,33.87,54,OVERSTOCKED
23211,24.227596,28,HEALTHY
23212,28.140453,55,OVERSTOCKED
23213,19.098068,34,OVERSTOCKED
23214,11.433302,25,OVERSTOCKED
23215,58.36068,110,OVERSTOCKED
23216,3.8955932,5,HEALTHY
23217,13.339173,24,OVERSTOCKED
23218,3.358399,3,HEALTHY
23219,4.963022,5,HEALTHY
23220,12.992865,26,OVERSTOCKED
23221,21.157425,29,HEALTHY
23222,9.471427,19,OVERSTOCKED
23223,9.401234,20,OVERSTOCKED
23224,8.189662,18,OVERSTOCKED
23225,12.785656,29,OVERSTOCKED
23226,7.866998,10,HEALTHY
23227,12.946507,14,HEALTHY
23228,12.312709,20,OVERSTOCKED
23229,23.026459,28,HEALTHY
23230,47.69753,81,OVERSTOCKED
23231,54.224827,103,OVERSTOCKED
23232,62.71377,117,OVERSTOCKED
23233,21.321949,26,HEALTHY
23234,33.29061,27,HEALTHY
23235,4.986204,6,HEALTHY
23236,27.361412,21,UNDERSTOCKED
23237,11.240475,25,OVERSTOCKED
23238,21.595213,25,HEALTHY
23239,8.670105,7,HEALTHY
23240,63.837494,35,UNDERSTOCKED
23241,25.287863,45,OVERSTOCKED
23242,15.252047,27,OVERSTOCKED
23243,37.10044,43,HEALTHY
23244,7.059869,4,UNDERSTOCKED
23245,82.94623,109,HEALTHY
23247,39.939167,44,HEALTHY
23249,5.8796234,10,OVERSTOCKED
23250,9.91686,16,OVERSTOCKED
23251,11.359482,13,HEALTHY
23252,7.0452414,6,HEALTHY
23253,1.5703632,3,OVERSTOCKED
23254,18.689743,26,HEALTHY
23255,8.088085,15,OVERSTOCKED
23256,22.755777,17,UNDERSTOCKED
23263,75.47716,111,HEALTHY
23264,43.211494,23,UNDERSTOCKED
23265,38.030766,57,HEALTHY
23266,42.041306,102,OVERSTOCKED
23267,16.991142,21,HEALTHY
23268,13.320721,7,UNDERSTOCKED
23269,9.624761,5,UNDERSTOCKED
23270,13.768873,17,HEALTHY
23271,22.607176,18,UNDERSTOCKED
23272,3.3238215,1,UNDERSTOCKED
23273,12.797821,25,OVERSTOCKED
23274,14.539712,20,HEALTHY
23275,57.02183,61,HEALTHY
23280,12.421844,28,OVERSTOCKED
23281,6.419751,4,UNDERSTOCKED
23282,5.956225,14,OVERSTOCKED
23283,9.132022,10,HEALTHY
23284,64.7081,147,OVERSTOCKED
23285,17.232323,29,OVERSTOCKED
23286,21.83043,47,OVERSTOCKED
23287,16.72751,41,OVERSTOCKED
23288,16.941755,18,HEALTHY
23289,17.009466,41,OVERSTOCKED
23290,24.8104,31,HEALTHY
23291,16.962439,21,HEALTHY
23292,23.495243,27,HEALTHY
23293,143.83113,227,OVERSTOCKED
23294,60.980976,49,HEALTHY
23295,96.92902,155,OVERSTOCKED
23296,70.78371,112,OVERSTOCKED
23297,22.475119,45,OVERSTOCKED
23298,99.187775,214,OVERSTOCKED
23299,4.430377,6,HEALTHY
23300,106.247154,117,HEALTHY
23301,167.83405,170,HEALTHY
23302,11.840015,10,HEALTHY
23303,0.56039816,0,UNDERSTOCKED
23304,0.5658923,0,UNDERSTOCKED
23305,0.7051686,0,UNDERSTOCKED
23306,19.082796,46,OVERSTOCKED
23307,150.7008,243,OVERSTOCKED
23308,54.451538,65,HEALTHY
23309,73.550804,122,OVERSTOCKED
23310,158.21114,123,UNDERSTOCKED
23311,60.20519,83,HEALTHY
23312,25.752094,45,OVERSTOCKED
23313,63.020775,93,HEALTHY
23314,6.8343887,8,HEALTHY
23315,3.0449853,7,OVERSTOCKED
23316,4.2348585,9,OVERSTOCKED
23317,2.4804275,4,OVERSTOCKED
23318,74.28256,121,OVERSTOCKED
23319,81.4522,141,OVERSTOCKED
23320,54.33542,49,HEALTHY
23321,100.39743,129,HEALTHY
23322,68.18323,39,UNDERSTOCKED
23323,32.684093,47,HEALTHY
23324,4.3487473,6,HEALTHY
23325,4.2855363,4,HEALTHY
23326,30.277952,73,OVERSTOCKED
23327,10.459499,24,OVERSTOCKED
23328,49.15552,95,OVERSTOCKED
23329,35.78403,56,OVERSTOCKED
23330,35.51896,79,OVERSTOCKED
23331,16.57321,12,UNDERSTOCKED
23332,39.704624,82,OVERSTOCKED
23333,41.05424,30,UNDERSTOCKED
23334,28.046774,58,OVERSTOCKED
23335,4.4483995,4,HEALTHY
23336,2.9178896,6,OVERSTOCKED
23337,2.639436,6,OVERSTOCKED
23338,4.7112193,3,UNDERSTOCKED
23339,2.2762687,3,HEALTHY
23340,28.640299,70,OVERSTOCKED
23341,4.485224,6,HEALTHY
23342,7.2938976,16,OVERSTOCKED
23343,103.498825,173,OVERSTOCKED
23344,202.34158,253,HEALTHY
23345,21.09825,22,HEALTHY
23346,23.827295,21,HEALTHY
23347,7.9738317,16,OVERSTOCKED
23348,13.839032,17,HEALTHY
23349,59.331753,90,OVERSTOCKED
23350,60.884243,90,HEALTHY
23351,84.47432,139,OVERSTOCKED
23352,30.834724,68,OVERSTOCKED
23353,80.184784,197,OVERSTOCKED
23354,88.77695,116,HEALTHY
23355,164.04668,353,OVERSTOCKED
23356,63.17834,128,OVERSTOCKED
23357,7.0380416,11,OVERSTOCKED
23358,7.3328314,17,OVERSTOCKED
23359,14.984987,13,HEALTHY
23360,15.803655,11,UNDERSTOCKED
23365,23.498518,51,OVERSTOCKED
23366,28.005568,38,HEALTHY
23367,58.568897,128,OVERSTOCKED
23368,37.964287,86,OVERSTOCKED
23369,10.211794,6,UNDERSTOCKED
23370,18.935545,42,OVERSTOCKED
23371,21.542995,30,HEALTHY
23372,16.788355,25,HEALTHY
23373,20.421873,35,OVERSTOCKED
23374,34.515915,81,OVERSTOCKED
23375,24.996866,13,UNDERSTOCKED
23376,36.400284,52,HEALTHY
23377,16.791084,31,OVERSTOCKED
23378,54.385677,105,OVERSTOCKED
23379,10.060249,18,OVERSTOCKED
23380,27.946508,21,UNDERSTOCKED
23381,12.719881,13,HEALTHY
23382,25.021593,30,HEALTHY
23388,11.26455,23,OVERSTOCKED
23389,17.399632,18,HEALTHY
23390,10.820865,9,HEALTHY
23391,5.613877,13,OVERSTOCKED
23392,7.214433,3,UNDERSTOCKED
23393,17.996576,44,OVERSTOCKED
23394,8.1677265,15,OVERSTOCKED
23395,15.273951,32,OVERSTOCKED
23396,14.329269,15,HEALTHY
23397,9.866177,5,UNDERSTOCKED
23398,8.483783,16,OVERSTOCKED
23399,41.94188,90,OVERSTOCKED
23400,5.801343,11,OVERSTOCKED
23401,4.2024713,3,UNDERSTOCKED
23402,4.88363,9,OVERSTOCKED
23403,9.1784935,18,OVERSTOCKED
23404,15.395027,27,OVERSTOCKED
23405,4.10011,8,OVERSTOCKED
23406,5.636414,12,OVERSTOCKED
23407,6.1402397,10,OVERSTOCKED
23408,5.8183036,3,UNDERSTOCKED
23409,3.085724,4,HEALTHY
23410,0.6781341,0,UNDERSTOCKED
23411,3.0716796,4,HEALTHY
23412,4.1923647,5,HEALTHY
23413,2.373464,1,UNDERSTOCKED
23414,2.8374758,3,HEALTHY
23415,3.446741,2,UNDERSTOCKED
23416,0.9684819,2,OVERSTOCKED
23417,1.1848272,2,OVERSTOCKED
23418,6.088055,3,UNDERSTOCKED
23419,6.6168385,15,OVERSTOCKED
23420,1.8978202,2,HEALTHY
23421,1.8427994,2,HEALTHY
23422,2.5547621,1,UNDERSTOCKED
23423,3.57745,5,HEALTHY
23424,8.951104,18,OVERSTOCKED
23425,2.7268357,5,OVERSTOCKED
23426,24.131466,14,UNDERSTOCKED
23427,4.65097,3,UNDERSTOCKED
23428,0.81702447,1,HEALTHY
23429,0.5588954,0,UNDERSTOCKED
23430,0.48190135,0,UNDERSTOCKED
23431,15.665534,16,HEALTHY
23432,15.25482,32,OVERSTOCKED
23433,18.477966,43,OVERSTOCKED
23434,34.280293,44,HEALTHY
23435,7.3558083,17,OVERSTOCKED
23436,22.717253,25,HEALTHY
23437,28.768665,41,HEALTHY
23438,20.86863,19,HEALTHY
23439,74.33385,132,OVERSTOCKED
23440,0.3272714,0,UNDERSTOCKED
23441,0.23310971,0,UNDERSTOCKED
23442,0.42079893,0,UNDERSTOCKED
23444,1.2531805,2,OVERSTOCKED
23445,43.762226,32,UNDERSTOCKED
23446,0.35667852,0,UNDERSTOCKED
23447,0.40491217,0,UNDERSTOCKED
23448,0.17733423,0,UNDERSTOCKED
23449,0.10480902,0,UNDERSTOCKED
23451,4.510129,7,OVERSTOCKED
23452,8.34385,5,UNDERSTOCKED
23453,5.1026235,9,OVERSTOCKED
23454,2.8048964,2,UNDERSTOCKED
23455,2.3625453,4,OVERSTOCKED
23456,2.4024653,5,OVERSTOCKED
23457,1.3259561,2,OVERSTOCKED
23458,0.9119835,1,HEALTHY
23459,0.585754,0,UNDERSTOCKED
23460,1.8179232,1,UNDERSTOCKED
23461,6.134357,12,OVERSTOCKED
23462,1.4551326,1,UNDERSTOCKED
23463,0.18274122,0,UNDERSTOCKED
23464,0.23081309,0,UNDERSTOCKED
23465,0.5186046,0,UNDERSTOCKED
23466,0.9711546,1,HEALTHY
23467,0.23328649,0,UNDERSTOCKED
23468,0.34484848,0,UNDERSTOCKED
23469,4.753106,5,HEALTHY
23470,3.999598,2,UNDERSTOCKED
23471,1.1701573,1,HEALTHY
23472,0.9788848,0,UNDERSTOCKED
23473,7.216502,7,HEALTHY
23474,3.3955674,6,OVERSTOCKED
23475,2.9660058,1,UNDERSTOCKED
23476,1.8657027,4,OVERSTOCKED
23477,0.6743487,0,UNDERSTOCKED
23478,1.1837366,1,HEALTHY
23479,1.6910496,3,OVERSTOCKED
23480,25.039742,28,HEALTHY
23481,2.153669,1,UNDERSTOCKED
23482,3.2093492,3,HEALTHY
23483,17.196728,17,HEALTHY
23484,2.3874872,5,OVERSTOCKED
23485,3.2881086,3,HEALTHY
23486,2.9908257,6,OVERSTOCKED
23487,1.5266721,3,OVERSTOCKED
23489,15.132035,20,HEALTHY
23490,8.890523,20,OVERSTOCKED
23491,4.4205236,5,HEALTHY
23492,1.0855473,2,OVERSTOCKED
23493,87.236305,59,UNDERSTOCKED
23494,12.710282,23,OVERSTOCKED
23495,2.0576632,3,HEALTHY
23496,1.0129851,1,HEALTHY
23497,32.9658,58,OVERSTOCKED
23498,3.9217377,7,OVERSTOCKED
23499,16.194996,8,UNDERSTOCKED
23500,21.364277,17,UNDERSTOCKED
23501,21.97072,42,OVERSTOCKED
23502,9.886613,18,OVERSTOCKED
23503,99.13405,241,OVERSTOCKED
23504,33.110424,66,OVERSTOCKED
23505,11.548406,27,OVERSTOCKED
23506,33.588966,63,OVERSTOCKED
23507,21.432133,23,HEALTHY
23508,30.69959,21,UNDERSTOCKED
23509,8.116981,16,OVERSTOCKED
23510,22.886112,40,OVERSTOCKED
23511,8.595253,5,UNDERSTOCKED
23512,4.487015,5,HEALTHY
23513,6.249364,15,OVERSTOCKED
23514,6.5814013,9,HEALTHY
23515,6.1249657,8,HEALTHY
23516,3.2763622,4,HEALTHY
23517,4.5344286,4,HEALTHY
23518,3.556835,4,HEALTHY
23519,1.7788193,2,HEALTHY
23520,1.7959746,1,UNDERSTOCKED
23521,2.3165655,4,OVERSTOCKED
23522,1.9757751,2,HEALTHY
23523,3.272171,7,OVERSTOCKED
23524,3.7880511,8,OVERSTOCKED
23525,3.8580317,3,UNDERSTOCKED
23526,7.741421,14,OVERSTOCKED
23527,3.6276908,5,HEALTHY
23528,3.1383092,7,OVERSTOCKED
23529,3.2335196,3,HEALTHY
23530,9.710301,18,OVERSTOCKED
23531,8.963363,15,OVERSTOCKED
23532,1.7075481,1,UNDERSTOCKED
23533,1.7769496,1,UNDERSTOCKED
23534,17.545162,31,OVERSTOCKED
23535,14.650085,28,OVERSTOCKED
23536,5.3222947,6,HEALTHY
23537,1.2531412,2,OVERSTOCKED
23538,2.069312,2,HEALTHY
23539,2.4012854,4,OVERSTOCKED
23540,0.80227935,0,UNDERSTOCKED
23541,9.373719,21,OVERSTOCKED
23542,4.2103524,4,HEALTHY
23543,8.164148,10,HEALTHY
23544,1.2427645,0,UNDERSTOCKED
23545,25.15732,18,UNDERSTOCKED
23546,50.93467,78,OVERSTOCKED
23547,14.49498,15,HEALTHY
23548,7.7334046,16,OVERSTOCKED
23549,12.234609,6,UNDERSTOCKED
23550,13.744399,17,HEALTHY
23551,23.508978,27,HEALTHY
23552,4.7818313,2,UNDERSTOCKED
23553,3.1418798,2,UNDERSTOCKED
23554,2.6451163,3,HEALTHY
23555,2.4481866,3,HEALTHY
23556,2.59304,3,HEALTHY
23557,1.3397506,2,HEALTHY
23558,2.4452047,4,OVERSTOCKED
23559,8.485652,4,UNDERSTOCKED
23560,0.7876282,1,HEALTHY
23561,0.54537606,1,OVERSTOCKED
23562,1.1234014,1,HEALTHY
23564,6.9349327,12,OVERSTOCKED
23565,3.5305805,3,HEALTHY
23566,7.0138006,14,OVERSTOCKED
23567,1.7742743,3,OVERSTOCKED
23568,4.350924,6,HEALTHY
23569,14.036264,34,OVERSTOCKED
23570,30.093195,22,UNDERSTOCKED
23571,36.63313,19,UNDERSTOCKED
23574,0.28228793,0,UNDERSTOCKED
23575,0.87162226,1,HEALTHY
23576,0.93980414,0,UNDERSTOCKED
23578,0.48923078,0,UNDERSTOCKED
23579,0.84516597,0,UNDERSTOCKED
23580,0.92404693,1,HEALTHY
23581,85.018295,173,OVERSTOCKED
23582,61.25974,94,OVERSTOCKED
23583,78.62404,94,HEALTHY
23597,1.8594806,2,HEALTHY
23598,2.856412,1,UNDERSTOCKED
23630,0.059366494,0,UNDERSTOCKED
23660,3.064376,5,OVERSTOCKED
23661,2.0664377,5,OVERSTOCKED
23664,0.058952205,0,UNDERSTOCKED
23681,16.074015,8,UNDERSTOCKED
23691,7.09151,16,OVERSTOCKED
23692,0.21676628,0,UNDERSTOCKED
23694,1.8996757,3,OVERSTOCKED
23695,5.811734,8,HEALTHY
23697,2.6067176,3,HEALTHY
23702,0.114619784,0,UNDERSTOCKED
23843,0.53334475,0,UNDERSTOCKED
35001B,0.075082846,0,UNDERSTOCKED
35001G,1.5754683,1,UNDERSTOCKED
35001P,0.033456143,0,UNDERSTOCKED
35001W,0.30048433,0,UNDERSTOCKED
35004B,3.0193892,4,HEALTHY
35004C,0.34843498,0,UNDERSTOCKED
35004G,1.0503596,2,OVERSTOCKED
35004P,0.10128805,0,UNDERSTOCKED
35004S,0.033456143,0,UNDERSTOCKED
35015,0.34247264,0,UNDERSTOCKED
35051B,0.033456143,0,UNDERSTOCKED
35071,0.033456143,0,UNDERSTOCKED
35085E,0.12342077,0,UNDERSTOCKED
35095A,4.4007664,5,HEALTHY
35095B,3.9351547,3,UNDERSTOCKED
35096A,0.29827547,0,UNDERSTOCKED
35096B,0.21539108,0,UNDERSTOCKED
35160,0.3441353,0,UNDERSTOCKED
35233,0.050800785,0,UNDERSTOCKED
35240,0.13085252,0,UNDERSTOCKED
35241,0.21530247,0,UNDERSTOCKED
35265,0.16505213,0,UNDERSTOCKED
35271S,0.21539108,0,UNDERSTOCKED
35400,0.6603701,0,UNDERSTOCKED
35443,0.16248377,0,UNDERSTOCKED
35471A,0.22663625,0,UNDERSTOCKED
35471D,20.410542,24,HEALTHY
35537,0.050800785,0,UNDERSTOCKED
35591T,0.13992642,0,UNDERSTOCKED
